order_id,supplier_id,material_id,quantity,delivered_qty,accepted_qty,rejected_qty,order_date,expected_delivery,actual_delivery,delay_days,delayed,partial_delivery,quality_issue,backup_used,jit_triggered,unit_price,transport_cost,storage_cost,total_cost,weather_risk,month,season
O0349,S7,M3,719,719,719,0,2025-09-13,2025-09-25,2025-10-01,6,1,0,0,1,0,73.42,2700.0,21.0,55509.85,0.25,9,Normal
O0350,S9,M5,1094,1094,1094,0,2025-11-07,2025-11-15,2025-11-22,7,1,0,0,1,0,79.16,2090.0,38.5,88728.92,0.1,11,Peak
O0351,S6,M1,264,150,150,0,2025-03-13,2025-03-18,2025-03-18,0,0,1,0,0,1,84.32,420.0,0.0,13068.16,0.05,3,Normal
O0352,S2,M5,776,776,776,0,2025-02-11,2025-02-16,2025-02-25,9,1,0,0,1,0,83.99,500.0,36.0,65714.01,0.1,2,Normal
O0353,S3,M8,366,366,366,0,2024-02-15,2024-02-26,2024-02-26,0,0,0,0,0,0,75.28,2160.0,0.0,29712.05,0.1,2,Normal
O0354,S2,M2,708,708,708,0,2025-11-15,2025-11-21,2025-11-21,0,0,0,0,0,0,87.9,500.0,0.0,62730.92,0.1,11,Peak
O0355,S9,M7,830,830,830,0,2025-07-02,2025-07-12,2025-07-12,0,0,0,0,0,0,81.14,2090.0,0.0,69434.04,0.4,7,Normal
O0356,S1,M3,652,652,652,0,2024-05-03,2024-05-10,2024-05-10,0,0,0,0,0,0,97.93,800.0,0.0,64650.61,0.1,5,Normal
O0357,S3,M1,260,260,260,0,2025-03-09,2025-03-20,2025-03-23,3,1,0,0,0,1,81.2,2160.0,18.0,23291.11,0.05,3,Normal
O0358,S2,M2,507,507,507,0,2025-02-01,2025-02-06,2025-02-06,0,0,0,0,0,0,80.86,500.0,0.0,41493.53,0.1,2,Normal
O0359,S10,M7,608,608,608,0,2024-04-25,2024-05-01,2024-05-01,0,0,0,0,0,0,89.28,1610.0,0.0,55893.39,0.05,4,Normal
O0360,S2,M2,1066,1066,1066,0,2024-10-19,2024-10-24,2024-10-24,0,0,0,0,0,0,85.61,500.0,0.0,91762.6,0.15,10,Peak
O0361,S8,M1,407,407,407,0,2024-06-25,2024-07-02,2024-07-02,0,0,0,0,0,0,96.98,1890.0,0.0,41360.36,0.35,6,Normal
O0362,S6,M4,797,659,659,0,2024-02-20,2024-02-24,2024-02-24,0,0,1,0,0,0,86.07,420.0,0.0,57138.19,0.1,2,Normal
O0363,S8,M2,418,418,418,0,2024-08-21,2024-08-30,2024-08-30,0,0,0,0,0,0,99.03,1890.0,0.0,43284.04,0.35,8,Normal
O0364,S2,M4,512,512,512,0,2025-03-28,2025-04-03,2025-04-03,0,0,0,0,0,0,87.73,500.0,0.0,45417.07,0.05,3,Normal
O0365,S9,M3,328,328,303,25,2024-03-08,2024-03-18,2024-03-27,9,1,0,1,1,0,84.73,2090.0,49.5,27812.7,0.05,3,Normal
O0366,S1,M4,612,612,612,0,2024-02-03,2024-02-09,2024-02-09,0,0,0,0,0,0,95.05,800.0,0.0,58969.8,0.1,2,Normal
O0367,S2,M1,501,501,501,0,2024-09-04,2024-09-10,2024-09-18,8,1,0,0,1,0,82.14,500.0,32.0,41684.07,0.25,9,Normal
O0368,S5,M2,411,411,411,0,2024-10-18,2024-10-23,2024-11-02,10,1,0,0,1,0,87.49,1320.0,50.0,37329.28,0.15,10,Peak
O0369,S4,M4,1197,1197,1197,0,2024-10-02,2024-10-04,2024-10-04,0,0,0,0,0,0,104.73,150.0,0.0,125509.44,0.15,10,Peak
O0370,S3,M3,673,673,673,0,2025-09-07,2025-09-16,2025-09-16,0,0,0,0,0,0,81.64,2160.0,0.0,57105.6,0.25,9,Normal
O0371,S5,M7,804,804,804,0,2025-01-20,2025-01-28,2025-02-05,8,1,0,0,1,0,91.11,1320.0,40.0,74614.41,0.1,1,Normal
O0372,S10,M2,515,515,515,0,2024-01-08,2024-01-15,2024-01-15,0,0,0,0,0,0,94.72,1610.0,0.0,50388.25,0.1,1,Normal
O0373,S8,M2,1205,1205,1205,0,2024-12-10,2024-12-18,2024-12-18,0,0,0,0,0,0,101.85,1890.0,0.0,124613.54,0.1,12,Peak
O0374,S5,M4,854,854,854,0,2024-06-02,2024-06-08,2024-06-08,0,0,0,0,0,0,90.9,1320.0,0.0,78948.86,0.35,6,Normal
O0375,S6,M3,441,441,441,0,2024-01-27,2024-01-31,2024-01-31,0,0,0,0,0,0,83.91,420.0,0.0,37424.67,0.1,1,Normal
O0376,S10,M4,1324,1324,1324,0,2024-12-17,2024-12-23,2024-12-23,0,0,0,0,0,0,97.1,1610.0,0.0,130168.03,0.1,12,Peak
O0377,S6,M5,1407,1407,1407,0,2024-06-23,2024-06-26,2024-06-26,0,0,0,0,0,0,89.98,420.0,0.0,127024.17,0.35,6,Normal
O0378,S9,M3,881,881,881,0,2025-11-27,2025-12-04,2025-12-04,0,0,0,0,0,0,81.35,2090.0,0.0,73757.48,0.1,11,Peak
O0379,S6,M6,1123,1123,1123,0,2024-09-23,2024-09-28,2024-09-28,0,0,0,0,0,0,88.74,420.0,0.0,100069.92,0.25,9,Normal
O0380,S10,M2,791,791,791,0,2025-04-28,2025-05-03,2025-05-03,0,0,0,0,0,0,88.85,1610.0,0.0,71892.55,0.05,4,Normal
O0381,S3,M3,379,379,379,0,2024-07-24,2024-08-04,2024-08-07,3,1,0,0,0,0,79.02,2160.0,18.0,32127.36,0.4,7,Normal
O0382,S3,M6,652,652,652,0,2025-10-11,2025-10-22,2025-10-22,0,0,0,0,0,0,80.06,2160.0,0.0,54361.06,0.15,10,Peak
O0383,S8,M2,668,668,668,0,2024-05-12,2024-05-21,2024-05-21,0,0,0,0,0,0,93.47,1890.0,0.0,64327.77,0.1,5,Normal
O0384,S4,M6,1064,1064,1064,0,2024-01-15,2024-01-18,2024-01-19,1,1,0,0,0,0,107.03,150.0,7.0,114039.06,0.1,1,Normal
O0385,S6,M5,602,602,602,0,2024-05-12,2024-05-16,2024-05-16,0,0,0,0,0,0,86.16,420.0,0.0,52287.89,0.1,5,Normal
O0386,S9,M6,1124,1124,1124,0,2025-03-20,2025-03-28,2025-03-28,0,0,0,0,0,0,79.45,2090.0,0.0,91386.29,0.05,3,Normal
O0387,S7,M1,398,398,398,0,2024-08-21,2024-09-02,2024-09-03,1,1,0,0,0,0,71.04,2700.0,3.5,30977.2,0.35,8,Normal
O0388,S1,M7,687,687,687,0,2025-10-17,2025-10-21,2025-10-21,0,0,0,0,0,0,98.19,800.0,0.0,68258.69,0.15,10,Peak
O0389,S1,M2,509,509,509,0,2025-03-02,2025-03-06,2025-03-06,0,0,0,0,0,0,96.85,800.0,0.0,50098.85,0.05,3,Normal
O0390,S1,M5,1045,1045,1045,0,2025-03-06,2025-03-12,2025-03-12,0,0,0,0,0,0,98.79,800.0,0.0,104032.32,0.05,3,Normal
O0391,S9,M2,478,478,478,0,2024-10-16,2024-10-23,2024-10-23,0,0,0,0,0,0,84.72,2090.0,0.0,42585.34,0.15,10,Peak
O0392,S4,M6,1105,1105,1105,0,2025-12-21,2025-12-24,2026-01-01,8,1,0,0,1,0,104.8,150.0,56.0,116006.65,0.1,12,Peak
O0393,S4,M1,497,497,497,0,2024-01-14,2024-01-16,2024-01-16,0,0,0,0,0,0,100.7,150.0,0.0,50195.85,0.1,1,Normal
O0394,S9,M2,800,800,800,0,2024-04-13,2024-04-21,2024-04-21,0,0,0,0,0,0,78.31,2090.0,0.0,64738.53,0.05,4,Normal
O0395,S3,M1,559,559,559,0,2024-10-24,2024-11-03,2024-11-03,0,0,0,0,0,0,81.04,2160.0,0.0,47463.75,0.15,10,Peak
O0396,S1,M3,722,722,722,0,2025-11-10,2025-11-16,2025-11-16,0,0,0,0,0,0,98.6,800.0,0.0,71985.96,0.1,11,Peak
O0397,S2,M6,829,829,829,0,2024-12-16,2024-12-22,2024-12-22,0,0,0,0,0,0,86.61,500.0,0.0,72303.15,0.1,12,Peak
O0398,S8,M7,1261,1261,1261,0,2025-10-26,2025-11-02,2025-11-03,1,1,0,0,0,0,94.12,1890.0,6.5,120577.27,0.15,10,Peak
O0399,S10,M8,777,777,777,0,2025-08-05,2025-08-11,2025-08-11,0,0,0,0,0,0,96.37,1610.0,0.0,76491.01,0.35,8,Normal
O0400,S3,M8,367,367,367,0,2025-05-14,2025-05-25,2025-05-25,0,0,0,0,0,0,74.2,2160.0,0.0,29390.08,0.1,5,Normal
O0401,S9,M4,1537,1537,1537,0,2025-11-16,2025-11-23,2025-11-23,0,0,0,0,0,0,83.34,2090.0,0.0,130187.31,0.1,11,Peak
O0402,S7,M3,626,626,626,0,2025-07-25,2025-08-05,2025-08-08,3,1,0,0,0,0,71.97,2700.0,10.5,47763.73,0.4,7,Normal
O0403,S3,M2,492,492,492,0,2025-05-18,2025-05-28,2025-05-28,0,0,0,0,0,0,79.12,2160.0,0.0,41085.99,0.1,5,Normal
O0404,S7,M4,690,690,690,0,2024-03-21,2024-04-04,2024-04-12,8,1,0,0,1,0,71.98,2700.0,28.0,52394.95,0.05,3,Normal
O0405,S1,M2,437,437,437,0,2025-02-17,2025-02-21,2025-02-21,0,0,0,0,0,0,96.31,800.0,0.0,42885.99,0.1,2,Normal
O0406,S9,M4,1312,772,772,0,2025-11-01,2025-11-10,2025-11-10,0,0,1,0,0,0,82.49,2090.0,0.0,65774.78,0.1,11,Peak
O0407,S10,M8,725,465,465,0,2025-11-03,2025-11-11,2025-11-15,4,1,1,0,0,0,95.79,1610.0,19.2,46171.17,0.1,11,Peak
O0408,S9,M6,736,736,736,0,2025-12-19,2025-12-27,2025-12-27,0,0,0,0,0,0,81.26,2090.0,0.0,61894.07,0.1,12,Peak
O0409,S5,M4,496,496,496,0,2024-07-11,2024-07-19,2024-07-23,4,1,0,0,0,0,89.23,1320.0,20.0,45598.2,0.4,7,Normal
O0410,S10,M2,545,432,432,0,2025-04-06,2025-04-12,2025-04-12,0,0,1,0,0,0,92.38,1610.0,0.0,41516.06,0.05,4,Normal
O0411,S10,M8,807,807,807,0,2025-06-04,2025-06-10,2025-06-10,0,0,0,0,0,0,89.31,1610.0,0.0,73685.63,0.35,6,Normal
O0412,S10,M6,1243,1243,1243,0,2025-05-31,2025-06-08,2025-06-08,0,0,0,0,0,0,90.89,1610.0,0.0,114591.79,0.1,5,Normal
O0413,S6,M5,1239,1239,1239,0,2025-04-08,2025-04-11,2025-04-11,0,0,0,0,0,0,86.23,420.0,0.0,107259.51,0.05,4,Normal
O0414,S9,M6,1502,1502,1502,0,2025-12-29,2026-01-06,2026-01-16,10,1,0,0,1,0,85.45,2090.0,55.0,130496.57,0.1,12,Peak
O0415,S3,M3,469,469,469,0,2025-05-30,2025-06-09,2025-06-09,0,0,0,0,0,0,78.65,2160.0,0.0,39044.92,0.1,5,Normal
O0416,S7,M5,1177,615,615,0,2025-03-08,2025-03-19,2025-03-22,3,1,1,0,0,0,74.06,2700.0,10.5,48254.84,0.05,3,Normal
O0417,S5,M5,1339,1105,1105,0,2024-05-29,2024-06-05,2024-06-14,9,1,1,0,1,0,93.31,1320.0,45.0,104475.11,0.1,5,Normal
O0418,S9,M4,1103,1103,1103,0,2025-10-24,2025-11-01,2025-11-01,0,0,0,0,0,0,83.58,2090.0,0.0,94281.03,0.15,10,Peak
O0419,S1,M7,545,545,545,0,2025-01-31,2025-02-06,2025-02-06,0,0,0,0,0,0,92.18,800.0,0.0,51037.73,0.1,1,Normal
O0420,S8,M4,1252,1252,1252,0,2025-10-10,2025-10-18,2025-10-18,0,0,0,0,0,0,100.71,1890.0,0.0,127974.21,0.15,10,Peak
O0421,S4,M5,643,643,643,0,2025-04-04,2025-04-06,2025-04-06,0,0,0,0,0,0,103.71,150.0,0.0,66835.9,0.05,4,Normal
O0422,S7,M5,764,764,764,0,2025-07-23,2025-08-04,2025-08-04,0,0,0,0,0,0,73.51,2700.0,0.0,58861.46,0.4,7,Normal
O0423,S3,M1,750,750,750,0,2024-06-06,2024-06-14,2024-06-14,0,0,0,0,0,0,76.45,2160.0,0.0,59496.76,0.35,6,Normal
O0424,S10,M6,1040,1040,1040,0,2024-03-15,2024-03-22,2024-03-22,0,0,0,0,0,0,95.66,1610.0,0.0,101098.69,0.05,3,Normal
O0425,S3,M7,725,725,725,0,2025-07-10,2025-07-18,2025-07-18,0,0,0,0,0,0,76.68,2160.0,0.0,57754.68,0.4,7,Normal
O0426,S5,M4,948,948,948,0,2025-09-25,2025-09-30,2025-10-06,6,1,0,0,1,0,91.02,1320.0,30.0,87640.1,0.25,9,Normal
O0427,S10,M4,756,756,756,0,2024-02-10,2024-02-17,2024-02-17,0,0,0,0,0,0,90.74,1610.0,0.0,70206.64,0.1,2,Normal
O0428,S5,M1,694,694,694,0,2025-06-13,2025-06-20,2025-06-20,0,0,0,0,0,0,88.17,1320.0,0.0,62508.53,0.35,6,Normal
O0429,S4,M6,550,550,550,0,2025-06-10,2025-06-12,2025-06-12,0,0,0,0,0,0,99.83,150.0,0.0,55054.83,0.35,6,Normal
O0430,S2,M4,1265,1265,1265,0,2025-11-17,2025-11-21,2025-11-21,0,0,0,0,0,0,85.32,500.0,0.0,108430.95,0.1,11,Peak
O0431,S7,M2,529,279,279,0,2025-12-03,2025-12-17,2025-12-17,0,0,1,0,0,0,70.21,2700.0,0.0,22289.63,0.1,12,Peak
O0432,S2,M4,835,835,709,126,2024-09-21,2024-09-27,2024-09-27,0,0,0,1,0,0,85.3,500.0,0.0,60974.93,0.25,9,Normal
O0433,S10,M2,360,360,360,0,2025-08-22,2025-08-27,2025-08-27,0,0,0,0,0,0,94.73,1610.0,0.0,35712.32,0.35,8,Normal
O0434,S10,M2,986,986,914,72,2024-10-15,2024-10-23,2024-10-23,0,0,0,1,0,0,90.39,1610.0,0.0,84230.8,0.15,10,Peak
O0435,S7,M5,837,711,711,0,2025-10-11,2025-10-24,2025-10-24,0,0,1,0,0,0,68.7,2700.0,0.0,51546.25,0.15,10,Peak
O0436,S10,M7,733,733,733,0,2025-07-04,2025-07-09,2025-07-09,0,0,0,0,0,0,91.55,1610.0,0.0,68714.55,0.4,7,Normal
O0437,S7,M3,323,323,323,0,2024-06-13,2024-06-26,2024-06-29,3,1,0,0,0,0,68.79,2700.0,10.5,24930.19,0.35,6,Normal
O0438,S9,M8,818,818,818,0,2025-10-22,2025-10-31,2025-10-31,0,0,0,0,0,0,82.66,2090.0,0.0,69706.6,0.15,10,Peak
O0439,S6,M6,1054,1054,1054,0,2024-05-11,2024-05-14,2024-05-24,10,1,0,0,1,0,87.88,420.0,45.0,93085.86,0.1,5,Normal
O0440,S6,M5,1463,1463,1463,0,2025-12-11,2025-12-15,2025-12-15,0,0,0,0,0,0,86.36,420.0,0.0,126759.25,0.1,12,Peak
O0441,S4,M7,1219,1219,1219,0,2024-10-10,2024-10-13,2024-10-13,0,0,0,0,0,0,104.43,150.0,0.0,127445.61,0.15,10,Peak
O0442,S5,M8,365,365,365,0,2025-07-18,2025-07-23,2025-07-23,0,0,0,0,0,0,90.35,1320.0,0.0,34296.86,0.4,7,Normal
O0443,S5,M2,751,751,751,0,2024-03-18,2024-03-23,2024-03-23,0,0,0,0,0,0,87.41,1320.0,0.0,66968.55,0.05,3,Normal
O0444,S1,M5,1393,1393,1393,0,2025-07-10,2025-07-17,2025-07-17,0,0,0,0,0,0,98.72,800.0,0.0,138315.09,0.4,7,Normal
O0445,S10,M5,964,964,964,0,2024-05-17,2024-05-22,2024-05-22,0,0,0,0,0,0,96.24,1610.0,0.0,94381.73,0.1,5,Normal
O0446,S10,M3,302,302,302,0,2025-06-10,2025-06-16,2025-06-26,10,1,0,0,1,0,95.19,1610.0,48.0,30406.6,0.35,6,Normal
O0447,S8,M6,517,517,517,0,2024-02-11,2024-02-20,2024-02-20,0,0,0,0,0,0,99.65,1890.0,0.0,53410.16,0.1,2,Normal
O0448,S9,M6,698,530,530,0,2025-02-01,2025-02-11,2025-02-11,0,0,1,0,0,0,85.84,2090.0,0.0,47585.85,0.1,2,Normal
O0449,S5,M5,1148,1148,1148,0,2025-08-15,2025-08-21,2025-08-21,0,0,0,0,0,0,93.58,1320.0,0.0,108754.48,0.35,8,Normal
O0450,S2,M5,1251,1251,1251,0,2025-01-20,2025-01-24,2025-01-24,0,0,0,0,0,0,84.89,500.0,0.0,106695.29,0.1,1,Normal
O0451,S8,M1,691,691,691,0,2025-05-28,2025-06-06,2025-06-06,0,0,0,0,0,0,95.17,1890.0,0.0,67654.45,0.1,5,Normal
O0452,S3,M3,421,421,421,0,2025-01-05,2025-01-13,2025-01-13,0,0,0,0,0,0,74.98,2160.0,0.0,33728.28,0.1,1,Normal
O0453,S8,M8,719,719,719,0,2024-08-03,2024-08-12,2024-08-13,1,1,0,0,0,0,94.42,1890.0,6.5,69784.69,0.35,8,Normal
O0454,S9,M1,355,355,355,0,2025-08-09,2025-08-17,2025-08-20,3,1,0,0,0,0,85.85,2090.0,16.5,32582.47,0.35,8,Normal
O0455,S1,M5,644,644,644,0,2024-03-28,2024-04-04,2024-04-04,0,0,0,0,0,0,95.96,800.0,0.0,62596.93,0.05,3,Normal
O0456,S10,M3,600,600,600,0,2025-09-30,2025-10-07,2025-10-13,6,1,0,0,1,0,88.99,1610.0,28.8,55032.94,0.25,9,Normal
O0457,S7,M7,425,425,425,0,2024-05-15,2024-05-27,2024-05-27,0,0,0,0,0,0,74.35,2700.0,0.0,34299.13,0.1,5,Normal
O0458,S10,M2,614,614,614,0,2024-06-30,2024-07-05,2024-07-05,0,0,0,0,0,0,89.22,1610.0,0.0,56389.03,0.35,6,Normal
O0459,S3,M1,804,572,572,0,2025-11-25,2025-12-06,2025-12-06,0,0,1,0,0,0,80.36,2160.0,0.0,48124.74,0.1,11,Peak
O0460,S7,M6,1291,1291,1291,0,2025-08-26,2025-09-06,2025-09-06,0,0,0,0,0,0,74.95,2700.0,0.0,99463.83,0.35,8,Normal
O0461,S2,M5,1583,1583,1583,0,2025-09-04,2025-09-10,2025-09-11,1,1,0,0,0,0,85.66,500.0,4.0,136108.36,0.25,9,Normal
O0462,S2,M1,490,328,328,0,2025-01-19,2025-01-24,2025-01-24,0,0,1,0,0,0,82.97,500.0,0.0,27714.51,0.1,1,Normal
O0463,S9,M7,666,666,666,0,2025-08-01,2025-08-10,2025-08-10,0,0,0,0,0,0,82.43,2090.0,0.0,56986.56,0.35,8,Normal
O0464,S9,M8,522,522,522,0,2024-07-02,2024-07-12,2024-07-17,5,1,0,0,0,0,81.16,2090.0,27.5,44485.45,0.4,7,Normal
O0465,S3,M2,624,624,624,0,2024-08-23,2024-09-01,2024-09-10,9,1,0,0,1,0,78.39,2160.0,54.0,51132.16,0.35,8,Normal
O0466,S1,M3,527,527,527,0,2025-02-02,2025-02-06,2025-02-06,0,0,0,0,0,0,95.95,800.0,0.0,51366.88,0.1,2,Normal
O0467,S2,M2,498,498,498,0,2024-09-26,2024-09-29,2024-09-29,0,0,0,0,0,0,84.16,500.0,0.0,42409.43,0.25,9,Normal
O0468,S9,M5,1975,1975,1975,0,2025-12-29,2026-01-05,2026-01-05,0,0,0,0,0,0,81.5,2090.0,0.0,163051.65,0.1,12,Peak
O0469,S4,M5,533,533,533,0,2024-07-18,2024-07-21,2024-07-21,0,0,0,0,0,0,106.63,150.0,0.0,56982.56,0.4,7,Normal
O0470,S3,M2,998,998,998,0,2024-10-09,2024-10-19,2024-10-19,0,0,0,0,0,0,74.22,2160.0,0.0,76231.42,0.15,10,Peak
O0471,S2,M2,470,470,470,0,2025-07-16,2025-07-21,2025-07-21,0,0,0,0,0,0,88.94,500.0,0.0,42299.91,0.4,7,Normal
O0472,S8,M7,388,388,388,0,2025-08-11,2025-08-18,2025-08-18,0,0,0,0,0,0,95.98,1890.0,0.0,39131.66,0.35,8,Normal
O0473,S2,M5,1313,1313,1313,0,2025-07-04,2025-07-09,2025-07-09,0,0,0,0,0,0,87.29,500.0,0.0,115117.97,0.4,7,Normal
O0474,S6,M8,807,807,807,0,2025-11-28,2025-11-30,2025-11-30,0,0,0,0,0,0,90.54,420.0,0.0,73485.92,0.1,11,Peak
O0475,S4,M4,1021,850,850,0,2024-11-19,2024-11-23,2024-11-23,0,0,1,0,0,0,100.73,150.0,0.0,85767.61,0.1,11,Peak
O0476,S6,M2,858,858,858,0,2025-07-21,2025-07-26,2025-07-26,0,0,0,0,0,0,85.21,420.0,0.0,73528.9,0.4,7,Normal
O0477,S4,M8,440,440,440,0,2024-07-23,2024-07-26,2024-07-26,0,0,0,0,0,0,102.37,150.0,0.0,45193.59,0.4,7,Normal
O0478,S10,M6,1208,1208,1208,0,2024-06-08,2024-06-13,2024-06-13,0,0,0,0,0,0,94.06,1610.0,0.0,115232.78,0.35,6,Normal
O0479,S9,M1,435,435,435,0,2025-05-08,2025-05-17,2025-05-17,0,0,0,0,0,0,85.02,2090.0,0.0,39075.4,0.1,5,Normal
O0480,S8,M3,368,368,368,0,2025-06-07,2025-06-14,2025-06-14,0,0,0,0,0,0,97.25,1890.0,0.0,37676.94,0.35,6,Normal
O0481,S9,M1,423,423,423,0,2025-05-29,2025-06-06,2025-06-06,0,0,0,0,0,0,80.49,2090.0,0.0,36136.57,0.1,5,Normal
O0482,S1,M1,497,497,497,0,2025-11-21,2025-11-25,2025-11-25,0,0,0,0,0,0,95.46,800.0,0.0,48244.29,0.1,11,Peak
O0483,S4,M5,1385,1385,1385,0,2025-04-27,2025-05-01,2025-05-01,0,0,0,0,0,0,107.11,150.0,0.0,148493.86,0.05,4,Normal
O0484,S6,M6,561,561,561,0,2025-02-14,2025-02-17,2025-02-17,0,0,0,0,0,0,90.76,420.0,0.0,51339.1,0.1,2,Normal
O0485,S5,M4,745,745,661,84,2025-07-22,2025-07-30,2025-08-02,3,1,0,1,0,0,86.71,1320.0,15.0,58650.47,0.4,7,Normal
O0486,S9,M6,720,720,720,0,2025-05-13,2025-05-20,2025-05-20,0,0,0,0,0,0,84.57,2090.0,0.0,62982.78,0.1,5,Normal
O0487,S8,M2,709,709,709,0,2025-04-05,2025-04-13,2025-04-13,0,0,0,0,0,0,95.63,1890.0,0.0,69688.55,0.05,4,Normal
O0488,S1,M7,595,595,595,0,2024-05-04,2024-05-09,2024-05-09,0,0,0,0,0,0,99.55,800.0,0.0,60034.66,0.1,5,Normal
O0489,S5,M6,1478,1478,1269,209,2024-11-28,2024-12-06,2024-12-06,0,0,0,1,0,0,89.67,1320.0,0.0,115116.01,0.1,11,Peak
O0490,S3,M3,765,765,765,0,2025-10-17,2025-10-27,2025-10-27,0,0,0,0,0,0,81.18,2160.0,0.0,64259.0,0.15,10,Peak
O0491,S2,M3,442,442,442,0,2024-12-17,2024-12-22,2024-12-22,0,0,0,0,0,0,84.11,500.0,0.0,37677.23,0.1,12,Peak
O0492,S8,M6,1010,1010,1010,0,2025-08-24,2025-09-02,2025-09-02,0,0,0,0,0,0,100.23,1890.0,0.0,103124.49,0.35,8,Normal
O0493,S5,M2,440,440,392,48,2024-08-03,2024-08-08,2024-08-16,8,1,0,1,1,0,92.38,1320.0,40.0,37574.91,0.35,8,Normal
O0494,S2,M2,771,771,771,0,2024-09-25,2024-09-28,2024-09-28,0,0,0,0,0,0,82.85,500.0,0.0,64379.56,0.25,9,Normal
O0495,S5,M8,488,488,488,0,2025-10-03,2025-10-09,2025-10-15,6,1,0,0,1,0,89.79,1320.0,30.0,45165.27,0.15,10,Peak
O0496,S9,M5,944,944,944,0,2025-07-15,2025-07-23,2025-07-23,0,0,0,0,0,0,85.09,2090.0,0.0,82418.56,0.4,7,Normal
O0497,S7,M5,1325,1325,1325,0,2024-12-21,2025-01-02,2025-01-02,0,0,0,0,0,0,70.27,2700.0,0.0,95808.56,0.1,12,Peak
O0498,S5,M1,434,434,353,81,2024-01-01,2024-01-07,2024-01-07,0,0,0,1,0,0,94.02,1320.0,0.0,34509.98,0.1,1,Normal
O0499,S8,M5,1075,1075,1075,0,2024-01-10,2024-01-18,2024-01-18,0,0,0,0,0,0,94.95,1890.0,0.0,103959.1,0.1,1,Normal
O0500,S9,M7,419,419,419,0,2025-02-08,2025-02-18,2025-02-18,0,0,0,0,0,0,83.03,2090.0,0.0,36878.58,0.1,2,Normal
O0501,S9,M5,1492,1492,1492,0,2024-10-18,2024-10-27,2024-10-27,0,0,0,0,0,0,80.27,2090.0,0.0,121859.82,0.15,10,Peak
O0502,S8,M8,936,486,486,0,2024-10-05,2024-10-14,2024-10-14,0,0,1,0,0,0,94.92,1890.0,0.0,48022.18,0.15,10,Peak
O0503,S2,M5,812,812,812,0,2024-10-02,2024-10-08,2024-10-08,0,0,0,0,0,0,84.95,500.0,0.0,69475.69,0.15,10,Peak
O0504,S6,M7,1260,1260,1260,0,2024-11-15,2024-11-20,2024-11-20,0,0,0,0,0,0,86.51,420.0,0.0,109417.8,0.1,11,Peak
O0505,S3,M1,733,733,733,0,2024-09-29,2024-10-07,2024-10-07,0,0,0,0,0,0,76.05,2160.0,0.0,57905.1,0.25,9,Normal
O0506,S7,M1,737,737,737,0,2024-05-04,2024-05-16,2024-05-16,0,0,0,0,0,0,75.56,2700.0,0.0,58388.2,0.1,5,Normal
O0507,S4,M8,582,582,582,0,2024-04-06,2024-04-09,2024-04-09,0,0,0,0,0,0,103.14,150.0,0.0,60178.74,0.05,4,Normal
O0508,S1,M2,677,677,677,0,2024-09-16,2024-09-22,2024-09-22,0,0,0,0,0,0,92.32,800.0,0.0,63299.96,0.25,9,Normal
O0509,S2,M4,971,971,971,0,2025-10-10,2025-10-13,2025-10-18,5,1,0,0,0,0,82.82,500.0,20.0,80934.59,0.15,10,Peak
O0510,S1,M8,887,887,887,0,2025-12-05,2025-12-11,2025-12-11,0,0,0,0,0,0,96.77,800.0,0.0,86631.86,0.1,12,Peak
O0511,S6,M1,384,384,384,0,2024-03-02,2024-03-05,2024-03-05,0,0,0,0,0,0,85.65,420.0,0.0,33308.65,0.05,3,Normal
O0512,S9,M6,998,998,998,0,2025-03-25,2025-04-01,2025-04-01,0,0,0,0,0,0,85.27,2090.0,0.0,87188.5,0.05,3,Normal
O0513,S8,M8,476,476,476,0,2025-07-26,2025-08-04,2025-08-04,0,0,0,0,0,0,100.28,1890.0,0.0,49622.11,0.4,7,Normal
O0514,S5,M3,417,417,417,0,2024-03-11,2024-03-19,2024-03-19,0,0,0,0,0,0,85.51,1320.0,0.0,36976.2,0.05,3,Normal
O0515,S9,M7,968,968,968,0,2024-07-08,2024-07-17,2024-07-17,0,0,0,0,0,0,83.3,2090.0,0.0,82722.44,0.4,7,Normal
O0516,S9,M7,716,716,716,0,2024-07-13,2024-07-23,2024-07-23,0,0,0,0,0,0,81.26,2090.0,0.0,60272.44,0.4,7,Normal
O0517,S6,M2,583,583,545,38,2024-04-08,2024-04-10,2024-04-13,3,1,0,1,0,0,85.29,420.0,13.5,46914.49,0.05,4,Normal
O0518,S1,M7,970,970,970,0,2025-11-04,2025-11-10,2025-11-14,4,1,0,0,0,0,99.09,800.0,20.0,96934.39,0.1,11,Peak
O0519,S4,M8,522,522,522,0,2024-03-22,2024-03-24,2024-03-24,0,0,0,0,0,0,108.38,150.0,0.0,56725.03,0.05,3,Normal
O0520,S1,M5,567,567,567,0,2025-06-25,2025-06-29,2025-06-29,0,0,0,0,0,0,95.19,800.0,0.0,54769.96,0.35,6,Normal
O0521,S2,M4,743,743,743,0,2025-06-28,2025-07-02,2025-07-02,0,0,0,0,0,0,82.27,500.0,0.0,61627.08,0.35,6,Normal
O0522,S9,M7,842,842,842,0,2024-04-18,2024-04-27,2024-04-27,0,0,0,0,0,0,78.75,2090.0,0.0,68400.56,0.05,4,Normal
